WKT,nummer
"POINT (120389.886742195 487431.639429628)",12105
"POINT (120395.252046669 487433.433861172)",12106
"POINT (120400.095988636 487435.355291447)",12107
"POINT (120396.045067847 487460.69981953)",12108
"POINT (120397.788254761 487456.635693393)",12109
"POINT (120398.980257803 487453.21564384)",12110
"POINT (120399.871303405 487449.897227514)",12111
"POINT (120401.60163636 487446.303561666)",12112
"POINT (120405.228034085 487437.645548785)",12113
"POINT (120411.097733659 487439.359599161)",12114
"POINT (120406.237171188 487450.68321127)",12115
"POINT (120404.65920247 487455.01864469)",12116
"POINT (120416.619687022 487441.73897818)",12117
"POINT (120420.823837058 487442.952404487)",12118
"POINT (120424.45572237 487444.432682218)",12119
"POINT (120428.197810215 487445.900277196)",12120
"POINT (120437.906946208 487449.539700087)",12121
"POINT (120443.179015554 487451.300196819)",12122
"POINT (120447.921324295 487452.920669654)",12123
"POINT (120442.775402136 487468.944600006)",12124
"POINT (120454.214695388 487455.211269405)",12125
"POINT (120459.452829924 487457.065001265)",12126
"POINT (120453.200597783 487473.372579238)",12127
"POINT (120456.862133253 487474.916441938)",12128
"POINT (120460.684773473 487476.307769195)",12129
"POINT (120465.886053708 487459.406503232)",12130
"POINT (120470.886815772 487461.332218161)",12131
"POINT (120476.417338442 487463.397956987)",12132
"POINT (120471.038842084 487477.595061844)",12133
"POINT (120480.680788793 487464.738553233)",12134
"POINT (120484.223723631 487466.028076056)",12135
"POINT (120487.622521125 487467.423516759)",12136
"POINT (120491.644314352 487468.99291617)",12137
"POINT (120486.180638553 487484.58443449)",12138
"POINT (120497.683345569 487471.402116554)",12139
"POINT (120502.590872505 487473.293896671)",12140
"POINT (120498.378500065 487485.592535377)",12141
"POINT (120496.97431885 487489.885635886)",12142
"POINT (120507.566269064 487474.999206534)",12143
"POINT (120510.736263393 487476.152990112)",12144
"POINT (120504.227118788 487486.92936059)",12145
"POINT (120502.55163029 487491.387679295)",12146
"POINT (120508.200753592 487493.707757998)",12147
"POINT (120510.033062186 487489.253723946)",12148
"POINT (120514.821641589 487477.692739365)",12149
"POINT (120519.097774693 487479.143538145)",12150
"POINT (120518.885087388 487496.118328035)",12151
"POINT (120524.950506861 487480.904206084)",12152
"POINT (120528.756179676 487482.342150904)",12153
"POINT (120532.333049325 487483.538438599)",12154
"POINT (120535.96921929 487484.861896233)",12155
"POINT (120539.329968526 487485.926729337)",12156
"POINT (120543.021154155 487487.534177006)",12157
"POINT (120546.763242 487489.001771985)",12158
"POINT (120551.882775903 487490.601163967)",12159
"POINT (120557.341315503 487492.429530322)",12160
"POINT (120568.512563376 487496.548325221)",12161
"POINT (120574.182938736 487498.664966264)",12162
"POINT (120579.094750326 487500.399926285)",12163
"POINT (120584.010675362 487502.558729031)",12164
"POINT (120589.113241859 487504.204738578)",12165
"POINT (120593.732665314 487505.727691632)",12166
"POINT (120597.61460585 487507.246188827)",12167
"POINT (120591.514909153 487523.71487155)",12168
"POINT (120602.814520921 487509.34997591)",12169
"POINT (120606.213318415 487510.745416613)",12170
"POINT (120609.54013284 487511.903484844)",12171
"POINT (120608.18685833 487530.416483129)",12172
"POINT (120610.125427217 487524.945260775)",12173
"POINT (120614.731649812 487513.740249299)",12174
"POINT (120614.574662997 487528.676377934)",12175
"POINT (120616.406971591 487524.222343881)",12176
"POINT (120619.736696528 487515.50914413)",12177
"POINT (120623.978894821 487517.053178037)",12178
"POINT (120628.166077451 487518.313221908)",12179
"POINT (120631.098699308 487519.538988555)",12180
"POINT (120635.319816749 487520.705797299)",12181
"POINT (120639.977288462 487522.559357953)",12182
"POINT (120647.587773569 487513.978811239)",12183
"POINT (120641.429970513 487511.895933801)",12184
"POINT (120636.221657343 487509.525124088)",12185
"POINT (120632.165929305 487508.048959804)",12186
"POINT (120627.224467557 487506.250414814)",12187
"POINT (120622.024552486 487504.146627731)",12188
"POINT (120616.748369693 487501.962288272)",12189
"POINT (120615.430561877 487486.436585096)",12190
"POINT (120609.848799065 487500.031775071)",12191
"POINT (120605.034507256 487498.173929765)",12192
"POINT (120599.597219714 487496.14212575)",12193
"POINT (120594.672725372 487494.296963197)",12194
"POINT (120589.265087988 487492.328744151)",12195
"POINT (120583.505762153 487490.021348201)",12196
"POINT (120578.932956261 487488.515362552)",12197
"POINT (120575.169616358 487487.251205234)",12198
"POINT (120571.198725347 487485.541953132)",12199
"POINT (120562.057398218 487482.373161738)",12200
"POINT (120558.493211321 487481.287076575)",12201
"POINT (120554.810423792 487479.946651535)",12202
"POINT (120550.038464894 487478.262593731)",12203
"POINT (120544.291821811 487476.065400314)",12204
"POINT (120539.257124936 487474.232920513)",12205
"POINT (120533.756252425 487472.230766656)",12206
"POINT (120527.848504593 487470.186108682)",12207
"POINT (120523.017245378 487468.37488094)",12208
"POINT (120519.287840286 487467.017488495)",12209
"POINT (120516.02461083 487465.829770105)",12210
"POINT (120512.303603837 487464.739400289)",12211
"POINT (120508.637783713 487463.352357686)",12212
"POINT (120504.145530197 487461.770104315)",12213
"POINT (120499.500741237 487460.026746195)",12214
"POINT (120495.432330446 487458.440379378)",12215
"POINT (120490.609469331 487456.896174265)",12216
"POINT (120493.807739676 487448.399094927)",12217
"POINT (120495.207293826 487445.424140159)",12218
"POINT (120489.337765458 487443.129426961)",12219
"POINT (120484.977313434 487454.529477999)",12220
"POINT (120480.141769567 487452.875070353)",12221
"POINT (120476.692069856 487451.619482341)",12222
"POINT (120473.183069829 487450.236724391)",12223
"POINT (120469.19092676 487448.730909948)",12224
"POINT (120467.494695335 487437.290927381)",12225
"POINT (120463.859557098 487446.843243278)",12226
"POINT (120468.381627491 487433.548668329)",12227
"POINT (120469.866018668 487430.340625743)",12228
"POINT (120471.401483268 487426.412067644)",12229
"POINT (120472.758875713 487422.682662551)",12230
"POINT (120462.987015272 487430.529326172)",12231
"POINT (120457.591551509 487444.773048592)",12232
"POINT (120452.522919823 487443.033803919)",12233
"POINT (120447.653441144 487441.4726314)",12234
"POINT (120452.794736237 487426.766846789)",12235
"POINT (120441.580475116 487439.156666144)",12236
"POINT (120431.515366019 487435.334886445)",12237
"POINT (120425.378815022 487433.048571347)",12238
"POINT (120420.76367622 487431.368798196)",12239
"POINT (120417.610649297 487430.168397054)",12240
"POINT (120425.374868294 487417.684315333)",12241
"POINT (120421.19625497 487416.110631268)",12242
"POINT (120413.101428375 487428.632761247)",12243
"POINT (120409.372023282 487427.275368802)",12244
"POINT (120404.739917075 487425.642213214)",12245
"POINT (120398.900038865 487423.411084986)",12246
"POINT (120392.695618246 487421.311240142)",12247
"POINT (120389.145312548 487416.270717755)",12248
"POINT (120382.122171808 487416.565336063)",12249
"POINT (120374.468322062 487414.096321744)",12250
"POINT (120367.132397163 487411.479056634)",12251
"POINT (120361.407006139 487409.078425556)",12252
"POINT (120360.805600389 487393.179953077)",12253
"POINT (120359.554125824 487397.053495513)",12254
"POINT (120355.51194106 487407.143970115)",12255
"POINT (120355.728570604 487391.173685773)",12256
"POINT (120354.332958694 487395.15314609)",12257
"POINT (120350.201823456 487405.052865784)",12258
"POINT (120349.829049665 487389.976713251)",12259
"POINT (120344.806868824 487403.194849271)",12260
"POINT (120340.098494895 487401.481141309)",12261
"POINT (120334.139844846 487399.576336026)",12262
"POINT (120324.125637966 487395.614703637)",12263
"POINT (120318.692635077 487393.426079526)",12264
"POINT (120312.878122372 487391.415356363)",12265
"POINT (120311.64086693 487375.813385464)",12266
"POINT (120306.82212375 487389.052773543)",12267
"POINT (120302.935898561 487387.691096444)",12268
"POINT (120307.640496969 487373.45988557)",12269
"POINT (120296.761128099 487385.65483657)",12270
"POINT (120295.952171243 487369.311269306)",12271
"POINT (120294.560843987 487373.133909526)",12272
"POINT (120290.764429793 487383.419423689)",12273
"POINT (120290.79030443 487367.538089821)",12274
"POINT (120287.715432989 487374.390700472)",12275
"POINT (120285.199972313 487381.44691999)",12276
"POINT (120279.14397369 487379.08433717)",12277
"POINT (120284.886841251 487365.336611751)",12278
"POINT (120279.356147375 487363.851535747)",12279
"POINT (120275.848521489 487372.183225683)",12280
"POINT (120273.893156403 487377.120402777)",12281
"POINT (120274.499522655 487361.819902939)",12282
"POINT (120268.701810638 487374.702975501)",12283
"POINT (120269.295322931 487359.872935952)",12284
"POINT (120265.876818726 487367.814717973)",12285
"POINT (120263.789827842 487373.548678303)",12286
"POINT (120258.458458179 487371.661011632)",12287
"POINT (120253.364460988 487369.701361893)",12288
"POINT (120249.143343547 487368.534553148)",12289
"POINT (120243.240565195 487364.010423788)",12290
"POINT (120241.890196708 487358.292403624)",12291
"POINT (120240.391406224 487352.837121437)",12292
"POINT (120239.579196443 487347.5261478)",12293
"POINT (120238.368851854 487341.278367031)",12294
"POINT (120236.832013112 487335.492477245)",12295
"POINT (120235.638464722 487329.778741734)",12296
"POINT (120234.478679936 487324.552433918)",12297
"POINT (120233.238342776 487319.402393824)",12298
"POINT (120231.541768938 487309.123736902)",12299
"POINT (120236.174217558 487309.595566844)",12300
"POINT (120240.352830882 487311.169250909)",12301
"POINT (120243.874513661 487312.662211392)",12302
"POINT (120248.782040598 487314.553991509)",12303
"POINT (120253.13855487 487316.509185389)",12304
"POINT (120256.783122934 487318.099665653)",12305
"POINT (120260.20745714 487319.134848599)",12306
"POINT (120251.450901727 487333.47506356)",12307
"POINT (120253.908607436 487335.425459167)",12308
"POINT (120257.849163461 487339.39377759)",12309
"POINT (120265.186967145 487321.264001187)",12310
"POINT (120269.535083318 487322.952172438)",12311
"POINT (120273.692444583 487324.729294162)",12312
"POINT (120277.574385119 487326.247791357)",12313
"POINT (120281.469008407 487327.876491085)",12314
"POINT (120285.829807333 487329.674864868)",12315
"POINT (120289.427757834 487331.248377726)",12316
"POINT (120292.093357062 487332.482542473)",12317
"POINT (120282.476951553 487359.338543792)",12318
"POINT (120286.630028165 487361.272485613)",12319
"POINT (120291.736708108 487363.342337886)",12320
"POINT (120294.48440057 487359.274269508)",12321
"POINT (120296.089784784 487333.831536818)",12322
"POINT (120300.043708388 487335.587406484)",12323
"POINT (120302.887379771 487336.622418224)",12324
"POINT (120305.913236756 487337.882119682)",12325
"POINT (120309.10859659 487339.256308326)",12326
"POINT (120312.715116397 487340.516180991)",12327
"POINT (120307.040460872 487352.916110511)",12328
"POINT (120305.030251329 487356.988634748)",12329
"POINT (120297.365949004 487361.220551669)",12330
"POINT (120300.086735102 487362.158043628)",12331
"POINT (120303.379614716 487363.409346987)",12332
"POINT (120306.473341323 487364.48257819)",12333
"POINT (120317.669260897 487342.424928514)",12334
"POINT (120323.301588 487344.210961958)",12335
"POINT (120327.819207022 487346.013620394)",12336
"POINT (120334.205813243 487348.338154957)",12337
"POINT (120340.096422462 487351.010093317)",12338
"POINT (120335.960146538 487363.96994722)",12339
"POINT (120335.039108364 487368.386104221)",12340
"POINT (120334.12698191 487371.327295385)",12341
"POINT (120332.383794997 487375.391421522)",12342
"POINT (120331.624375193 487377.913054613)",12343
"POINT (120330.322169617 487381.345786918)",12344
"POINT (120328.209984434 487386.27867936)",12345
"POINT (120340.401331119 487380.63246657)",12346
"POINT (120341.924284174 487376.013043115)",12347
"POINT (120343.637649723 487372.46599483)",12348
"POINT (120344.893237735 487369.01629512)",12349
"POINT (120346.598376391 487364.621561383)",12350
"POINT (120349.822354655 487355.183561466)",12351
"POINT (120353.284737118 487356.549352011)",12352
"POINT (120356.526714515 487357.94050806)",12353
"POINT (120360.917163598 487359.802466813)",12354
"POINT (120365.587318063 487361.766229999)",12355
"POINT (120369.710744517 487363.636586851)",12356
"POINT (120374.542003732 487365.447814593)",12357
"POINT (120378.144238886 487366.864507355)",12358
"POINT (120382.149064708 487368.48052433)",12359
"POINT (120375.366215928 487387.551392519)",12360
"POINT (120380.59612357 487388.557438926)",12361
"POINT (120387.662619972 487370.59288072)",12362
"POINT (120392.057353708 487372.298019375)",12363
"POINT (120379.356989344 487393.702509541)",12364
"POINT (120377.244461748 487399.796727627)",12365
"POINT (120380.723811617 487401.115900608)",12366
"POINT (120384.381233641 487402.235920582)",12367
"POINT (120388.979405037 487403.962311297)",12368
"POINT (120391.498807954 487397.910597328)",12369
"POINT (120392.847802299 487393.914169606)",12370
"POINT (120394.3832669 487389.985611506)",12371
"POINT (120396.629988393 487374.384667847)",12372
"POINT (120399.270222116 487375.398427528)",12373
"POINT (120403.499566449 487377.412921724)",12374
"POINT (120373.817897369 487391.950410908)",12375
"POINT (120371.875386241 487396.417127713)",12376
"POINT (120409.568419031 487379.305044254)",12377
"POINT (120414.289475713 487381.128954749)",12378
"POINT (120419.201116096 487383.444577592)",12379
"POINT (120413.223791064 487401.752768563)",12380
"POINT (120424.718956013 487385.400113885)",12381
"POINT (120419.607653491 487399.00815782)",12382
"POINT (120416.422065898 487407.615439691)",12383
"POINT (120420.070918616 487409.049099858)",12384
"POINT (120423.452748704 487410.491158124)",12385
"POINT (120425.9771211 487401.959972769)",12386
"POINT (120431.033407958 487388.067938799)",12387
"POINT (120435.500124763 487390.010449926)",12388
"POINT (120439.797338719 487391.838473868)",12389
"POINT (120443.802164541 487393.454490843)",12390
"POINT (120446.861956336 487394.620957174)",12391
"POINT (120443.315597367 487404.9446908)",12392
"POINT (120442.025903337 487409.068288461)",12393
"POINT (120440.448105826 487412.823059058)",12394
"POINT (120439.200915914 487416.539781398)",12395
"POINT (120437.428078842 487420.540322567)",12396
"POINT (120436.303603009 487424.93522751)",12397
"POINT (120423.902828677 487458.063262261)",12398
"POINT (120422.494534015 487461.932520044)",12399
"POINT (120421.306644419 487465.776412323)",12400
"POINT (120420.097502764 487469.823742261)",12401
